     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
  48215.000000	    101.785386	    104.027384	      0.005220	    785.764337	
  48220.000000	    101.772551	    104.028113	      0.005166	    797.666553	
  48225.000000	    101.772551	    104.027659	      0.005166	    797.666553	
  48230.000000	    101.766578	    104.027378	      0.005117	    785.833984	
  48235.000000	    101.766578	    104.028379	      0.005117	    785.833984	
  48240.000000	    101.764226	    104.029846	      0.005073	    800.110358	
  48245.000000	    101.764226	    104.032321	      0.005073	    800.110358	
  48250.000000	    101.782315	    104.034765	      0.004915	    808.919710	
  48255.000000	    101.782315	    104.035179	      0.004915	    808.919710	
  48260.000000	    101.792810	    104.032928	      0.004909	    796.961706	
  48265.000000	    101.792810	    104.027567	      0.004909	    796.961706	
  48270.000000	    101.802056	    104.019732	      0.004906	    792.524077	
  48275.000000	    101.802056	    104.008267	      0.004906	    792.524077	
  48280.000000	    101.810168	    103.993993	      0.004908	    686.329232	
  48285.000000	    101.810168	    103.979616	      0.004908	    686.329232	
  48290.000000	    101.820414	    103.963596	      0.004914	    607.270472	
  48295.000000	    101.820414	    103.949626	      0.004914	    607.270472	
  48300.000000	    101.944977	    103.941599	      0.005032	    557.803788	
  48305.000000	    101.944977	    103.932327	      0.005032	    557.803788	
  48310.000000	    101.980290	    103.920006	      0.005063	    486.501386	
  48315.000000	    101.980290	    103.909685	      0.005063	    486.501386	
  48320.000000	    102.018132	    103.898334	      0.005098	    521.355056	
  48325.000000	    102.018132	    103.884185	      0.005098	    521.355056	
  48330.000000	    102.056033	    103.870167	      0.005135	    521.355861	
  48335.000000	    102.056033	    103.858436	      0.005135	    521.355861	
  48340.000000	    102.095751	    103.845153	      0.005174	    534.101837	
  48345.000000	    102.095751	    103.828798	      0.005174	    534.101837	
  48350.000000	    102.415670	    103.810495	      0.005454	    557.437199	
  48355.000000	    102.415670	    103.790805	      0.005454	    557.437199	
  48360.000000	    102.481384	    103.770680	      0.005513	    651.865866	
  48365.000000	    102.481384	    103.750489	      0.005513	    651.865866	
  48370.000000	    102.548546	    103.730183	      0.005573	    657.843202	
  48375.000000	    102.548546	    103.711017	      0.005573	    657.843202	
  48380.000000	    102.615625	    103.691731	      0.005630	    644.663788	
  48385.000000	    102.615625	    103.668044	      0.005630	    644.663788	
  48390.000000	    102.682718	    103.643738	      0.005686	    522.941197	
  48395.000000	    102.682718	    103.622276	      0.005686	    522.941197	
  48400.000000	    103.132218	    103.602308	      0.006003	    504.004024	
  48405.000000	    103.132218	    103.582803	      0.006003	    504.004024	
  48410.000000	    103.201310	    103.562574	      0.006055	    434.326066	
  48415.000000	    103.201310	    103.540582	      0.006055	    434.326066	
  48420.000000	    103.265101	    103.517504	      0.006108	    467.965015	
  48425.000000	    103.265101	    103.496489	      0.006108	    467.965015	
  48430.000000	    103.327947	    103.478224	      0.006160	    375.937212	
  48435.000000	    103.327947	    103.462561	      0.006160	    375.937212	
  48440.000000	    103.398814	    103.450005	      0.006212	    425.601967	
  48445.000000	    103.398814	    103.436705	      0.006212	    425.601967	
  48450.000000	    103.834586	    103.422500	      0.006557	    546.914238	
  48455.000000	    103.834586	    103.410411	      0.006557	    546.914238	
  48460.000000	    103.909588	    103.399997	      0.006610	    498.265990	
  48465.000000	    103.909588	    103.389701	      0.006610	    498.265990	
  48470.000000	    103.981931	    103.379798	      0.006665	    437.370127	
  48475.000000	    103.981931	    103.370543	      0.006665	    437.370127	
  48480.000000	    104.048869	    103.361805	      0.006721	    463.400130	
  48485.000000	    104.048869	    103.350692	      0.006721	    463.400130	
  48490.000000	    104.113638	    103.337484	      0.006778	    371.384239	
  48495.000000	    104.113638	    103.327096	      0.006778	    371.384239	
  48500.000000	    104.479946	    103.316038	      0.007026	    258.061192	
  48505.000000	    104.479946	    103.302526	      0.007026	    258.061192	
  48510.000000	    104.535792	    103.291876	      0.007051	    223.921737	
  48515.000000	    104.535792	    103.283598	      0.007051	    223.921737	
  48520.000000	    104.588585	    103.274544	      0.007078	    212.856716	
  48525.000000	    104.588585	    103.266807	      0.007078	    212.856716	
  48530.000000	    104.638557	    103.261045	      0.007102	    184.129788	
  48535.000000	    104.638557	    103.257923	      0.007102	    184.129788	
  48540.000000	    104.681798	    103.260284	      0.007125	    169.901035	
  48545.000000	    104.681798	    103.265736	      0.007125	    169.901035	
  48550.000000	    104.853724	    103.269264	      0.007146	     45.638545	
  48555.000000	    104.853724	    103.269194	      0.007146	     45.638545	
  48560.000000	    104.871752	    103.268502	      0.007133	     37.375103	
  48565.000000	    104.871752	    103.270344	      0.007133	     37.375103	
  48570.000000	    104.883766	    103.273462	      0.007110	     48.659534	
