     time [fs]	           Xi0	      Epot [H]	         T [K]	
   2725.000000	     76.807898	      0.000316	     31.614132	
   2730.000000	     76.795662	      0.000322	     24.713277	
   2735.000000	     76.787898	      0.000326	     20.468597	
   2740.000000	     76.778825	      0.000329	      7.930138	
   2745.000000	     76.766736	      0.000333	     10.606966	
   2750.000000	     76.752121	      0.000337	     13.268281	
   2755.000000	     76.735575	      0.000341	     26.859778	
   2760.000000	     76.718099	      0.000342	     18.265099	
   2765.000000	     76.697918	      0.000341	     32.860722	
   2770.000000	     76.674726	      0.000340	     47.878383	
   2775.000000	     76.649380	      0.000338	     60.897956	
   2780.000000	     76.626862	      0.000337	     75.138443	
   2785.000000	     76.605397	      0.000336	     40.321027	
   2790.000000	     76.577628	      0.000337	     46.022532	
   2795.000000	     76.549862	      0.000336	     81.139910	
   2800.000000	     76.527268	      0.000333	     83.402586	
   2805.000000	     76.505890	      0.000328	     99.213819	
   2810.000000	     76.488363	      0.000323	    106.053808	
   2815.000000	     76.474843	      0.000318	    106.587862	
   2820.000000	     76.460720	      0.000313	     94.005708	
   2825.000000	     76.446019	      0.000308	    116.591384	
   2830.000000	     76.433413	      0.000303	    115.723647	
   2835.000000	     76.421972	      0.000299	    134.009902	
   2840.000000	     76.409215	      0.000295	    129.092575	
   2845.000000	     76.396162	      0.000292	    135.779385	
   2850.000000	     76.381323	      0.000290	    155.712547	
   2855.000000	     76.362169	      0.000289	    150.328517	
   2860.000000	     76.341113	      0.000290	    132.452745	
   2865.000000	     76.321407	      0.000291	    162.590353	
   2870.000000	     76.304324	      0.000292	    153.292707	
   2875.000000	     76.288322	      0.000294	    113.792248	
   2880.000000	     76.270176	      0.000297	    134.278266	
   2885.000000	     76.249003	      0.000301	    166.829939	
   2890.000000	     76.226284	      0.000307	    166.686428	
   2895.000000	     76.202046	      0.000313	    178.206634	
   2900.000000	     76.175084	      0.000321	    176.886939	
   2905.000000	     76.146793	      0.000330	    213.048625	
   2910.000000	     76.115845	      0.000340	    220.282012	
   2915.000000	     76.084605	      0.000351	    212.410141	
   2920.000000	     76.055904	      0.000361	    190.390589	
   2925.000000	     76.027668	      0.000372	    169.616977	
   2930.000000	     76.003485	      0.000383	    144.254804	
   2935.000000	     75.984448	      0.000392	    113.468522	
   2940.000000	     75.966166	      0.000402	     86.080519	
   2945.000000	     75.949728	      0.000413	    109.921839	
   2950.000000	     75.940129	      0.000424	    134.769962	
   2955.000000	     75.935641	      0.000433	     97.211777	
   2960.000000	     75.936148	      0.000443	     91.508720	
   2965.000000	     75.938446	      0.000453	    111.215208	
   2970.000000	     75.937785	      0.000466	    120.741902	
   2975.000000	     75.937268	      0.000480	    143.880280	
   2980.000000	     75.935590	      0.000493	    134.197308	
   2985.000000	     75.929116	      0.000507	     88.701686	
   2990.000000	     75.920665	      0.000523	    120.403459	
   2995.000000	     75.914504	      0.000539	    117.694089	
   3000.000000	     75.907300	      0.000557	    126.279382	
   3005.000000	     75.896465	      0.000576	    142.110749	
   3010.000000	     75.883314	      0.000594	    125.170080	
   3015.000000	     75.870849	      0.000611	    103.485265	
   3020.000000	     75.862315	      0.000625	     70.662037	
   3025.000000	     75.858116	      0.000637	     46.911019	
   3030.000000	     75.855489	      0.000652	     49.105422	
   3035.000000	     75.853299	      0.000669	     79.985442	
   3040.000000	     75.853099	      0.000685	     88.513799	
   3045.000000	     75.851008	      0.000703	     70.914296	
   3050.000000	     75.845262	      0.000722	     88.496506	
   3055.000000	     75.839451	      0.000744	     94.722499	
   3060.000000	     75.834507	      0.000769	    114.977766	
   3065.000000	     75.824954	      0.000795	    153.212250	
   3070.000000	     75.807630	      0.000823	    136.038686	
   3075.000000	     75.784307	      0.000855	    155.743141	
   3080.000000	     75.757147	      0.000890	    206.678958	
   3085.000000	     75.731817	      0.000924	    213.638136	
   3090.000000	     75.708630	      0.000956	    172.059033	
   3095.000000	     75.687889	      0.000985	    144.252526	
   3100.000000	     75.669238	      0.001011	    109.551129	
   3105.000000	     75.654198	      0.001033	     84.355636	
   3110.000000	     75.647874	      0.001049	     48.891463	
   3115.000000	     75.648052	      0.001063	     23.644709	
   3120.000000	     75.647907	      0.001078	     33.058216	
   3125.000000	     75.641510	      0.001095	     28.758909	
   3130.000000	     75.633550	      0.001112	     38.131160	
   3135.000000	     75.629214	      0.001132	     37.351912	
   3140.000000	     75.625279	      0.001150	     51.018536	
   3145.000000	     75.620973	      0.001165	     30.436326	
   3150.000000	     75.621467	      0.001175	     21.403765	
   3155.000000	     75.624180	      0.001179	      7.512805	
   3160.000000	     75.623635	      0.001180	      0.181497	
   3165.000000	     75.621942	      0.001177	      0.238662	
   3170.000000	     75.617893	      0.001171	      3.543153	
   3175.000000	     75.612694	      0.001162	     11.002591	
   3180.000000	     75.608508	      0.001148	     19.303511	
   3185.000000	     75.602419	      0.001130	     36.666228	
   3190.000000	     75.595757	      0.001111	     64.141976	
   3195.000000	     75.591154	      0.001093	     43.839013	
   3200.000000	     75.586930	      0.001075	     50.924609	
   3205.000000	     75.581555	      0.001060	     44.856048	
   3210.000000	     75.579846	      0.001048	     29.362607	
   3215.000000	     75.580788	      0.001034	     18.197451	
   3220.000000	     75.581763	      0.001017	     36.186485	
   3225.000000	     75.587890	      0.000997	     53.329674	
   3230.000000	     75.595299	      0.000975	     59.194392	
   3235.000000	     75.602282	      0.000953	     76.604948	
   3240.000000	     75.608320	      0.000928	     79.393640	
   3245.000000	     75.612893	      0.000904	    109.990634	
   3250.000000	     75.620819	      0.000883	     85.240954	
   3255.000000	     75.629582	      0.000865	     65.185561	
   3260.000000	     75.635838	      0.000850	     47.646633	
   3265.000000	     75.639284	      0.000835	     36.487985	
   3270.000000	     75.642125	      0.000818	     50.871643	
   3275.000000	     75.648372	      0.000799	     67.880596	
   3280.000000	     75.657499	      0.000780	     69.690489	
   3285.000000	     75.670932	      0.000758	     86.317236	
   3290.000000	     75.691705	      0.000732	    127.514855	
   3295.000000	     75.718247	      0.000706	    179.172325	
   3300.000000	     75.749342	      0.000681	    154.813891	
   3305.000000	     75.782600	      0.000657	    182.245718	
   3310.000000	     75.814926	      0.000633	    174.685250	
   3315.000000	     75.848166	      0.000610	    180.815641	
   3320.000000	     75.883821	      0.000589	    166.137328	
   3325.000000	     75.917657	      0.000569	    162.207749	
   3330.000000	     75.948386	      0.000549	    153.586200	
   3335.000000	     75.976443	      0.000531	    135.785888	
   3340.000000	     76.002585	      0.000514	    131.278420	
   3345.000000	     76.026684	      0.000499	    110.912216	
   3350.000000	     76.049723	      0.000485	     97.151576	
   3355.000000	     76.074832	      0.000472	     86.369550	
   3360.000000	     76.107464	      0.000459	     83.132202	
   3365.000000	     76.144568	      0.000446	    128.383940	
   3370.000000	     76.177573	      0.000434	    113.443224	
   3375.000000	     76.212595	      0.000420	    108.283364	
   3380.000000	     76.252149	      0.000407	    143.634158	
   3385.000000	     76.291968	      0.000393	    141.289627	
   3390.000000	     76.333743	      0.000378	    166.149420	
   3395.000000	     76.381097	      0.000363	    174.806022	
   3400.000000	     76.433038	      0.000347	    243.314519	
   3405.000000	     76.486052	      0.000333	    246.740487	
   3410.000000	     76.540083	      0.000318	    234.862412	
   3415.000000	     76.589704	      0.000305	    245.398359	
   3420.000000	     76.634283	      0.000292	    190.733838	
   3425.000000	     76.678778	      0.000278	    218.413862	
   3430.000000	     76.725360	      0.000265	    218.832104	
   3435.000000	     76.775011	      0.000250	    260.731976	
   3440.000000	     76.824686	      0.000236	    362.809158	
   3445.000000	     76.877785	      0.000222	    362.026838	
   3450.000000	     76.932231	      0.000210	    391.855976	
   3455.000000	     76.985187	      0.000199	    310.699047	
   3460.000000	     77.040850	      0.000189	    344.463220	
   3465.000000	     77.100311	      0.000179	    330.536938	
   3470.000000	     77.161572	      0.000169	    398.161568	
   3475.000000	     77.223838	      0.000161	    391.514762	
   3480.000000	     77.288840	      0.000153	    424.904751	
   3485.000000	     77.354554	      0.000146	    415.799002	
   3490.000000	     77.420947	      0.000140	    373.618360	
   3495.000000	     77.488185	      0.000134	    407.926197	
   3500.000000	     77.551110	      0.000130	    405.721995	
   3505.000000	     77.608868	      0.000128	    360.693583	
   3510.000000	     77.667769	      0.000125	    341.828545	
   3515.000000	     77.731720	      0.000123	    358.195078	
   3520.000000	     77.798129	      0.000122	    403.948350	
   3525.000000	     77.861225	      0.000122	    412.868531	
   3530.000000	     77.921098	      0.000124	    372.254313	
   3535.000000	     77.980183	      0.000127	    397.890383	
   3540.000000	     78.039203	      0.000131	    371.437783	
   3545.000000	     78.096147	      0.000135	    377.057500	
   3550.000000	     78.153132	      0.000141	    323.551994	
   3555.000000	     78.210866	      0.000147	    361.276527	
   3560.000000	     78.261993	      0.000153	    343.025849	
   3565.000000	     78.308577	      0.000159	    224.357201	
   3570.000000	     78.355519	      0.000165	    223.522245	
   3575.000000	     78.402466	      0.000169	    207.754941	
   3580.000000	     78.449411	      0.000171	    177.000544	
   3585.000000	     78.496352	      0.000172	    162.825358	
   3590.000000	     78.538633	      0.000173	    158.082902	
   3595.000000	     78.578477	      0.000175	    104.741904	
   3600.000000	     78.616489	      0.000179	    135.800387	
   3605.000000	     78.647908	      0.000181	    100.494083	
   3610.000000	     78.680062	      0.000184	     61.782053	
   3615.000000	     78.713957	      0.000186	     97.485413	
   3620.000000	     78.747338	      0.000189	     79.856772	
   3625.000000	     78.787384	      0.000192	     92.856467	
   3630.000000	     78.825503	      0.000195	    152.829864	
   3635.000000	     78.854678	      0.000197	     75.269013	
   3640.000000	     78.882027	      0.000199	     58.202147	
   3645.000000	     78.906735	      0.000202	     53.342217	
   3650.000000	     78.930189	      0.000204	     43.025444	
   3655.000000	     78.956544	      0.000207	     45.979939	
   3660.000000	     78.987361	      0.000208	     59.783575	
   3665.000000	     79.022849	      0.000208	     78.046421	
   3670.000000	     79.062719	      0.000206	     93.466765	
   3675.000000	     79.099762	      0.000204	    121.710951	
   3680.000000	     79.127070	      0.000202	     67.412955	
